,,Museum,,Species,Phylum,Class,Order,Family,Collector,Continent,Country,State,County,Locality,Sex,,,Latitude,Longitude,,,Date,Year,,Location_in_collections ,Beak_length_mm,Beak_width_ventral_base_mm,Anterior_nostril_tip_mm,Beak_depth_mm,Tarsus_length_mm,Wing_chord_mm,Notes
365240,1640059,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1640059,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1993-05-14,,80% | 88.5 | low ||| yolking ovum 7x5mm,"cabinet 478, shelf 13th from top",24.54,7.2,16.57,7.62,27.32,121,
365241,1640060,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",,No,1640060,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1994-03-24,,| 77.9,"cabinet 478, shelf 13th from top",26.37,7.63,20.1,7.53,29.33,121,
365242,1640061,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1640061,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1994-04-13,,100% | 90.2 | light ||| 15x8mm,"cabinet 478, shelf 13th from top",25.85,7.35,19.09,7.93,28.22,130,
365243,1640062,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1640062,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1994-04-13,,"100% | 83.9 | moderate ||| 7x5mm, largest ovum 2x2mm","cabinet 478, shelf 13th from top",25.52,7.48,17.15,8.09,28.46,123,
365244,1640063,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1640063,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1994-04-17,,"| 88.9 | light ||| 14x9mm, largest ovum 2.5x2.5mm","cabinet 478, shelf 13th from top",22.6,6.8,16.85,7.2,28.24,123,
368338,1643160,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1643160,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1993-03-28,,"| 72.9 | low ||| 6x4mm, granular","cabinet 478, shelf 14th from top",24.11,7.51,16.81,6.96,28.99,128,
368339,1643161,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,T. S. Schulenberg,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",,No,1643161,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1993-03-05,,| 82.2,"cabinet 478, shelf 13th from top",26.85,7.19,19.95,7.51,27.69,126,
368340,1643162,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1643162,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1994-11-16,,80% | 87.9 | light ||| 2x1mm,"cabinet 478, shelf 13th from top",25.82,6.88,18.65,7.74,27.46,130,
368341,1643163,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1643163,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1994-04-20,,| 98.0 | moderate ||| largest ovum 13x11mm,"cabinet 478, shelf 13th from top",24.2,7.35,18.08,8.84,27.32,123,
368342,1643164,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1643164,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1994-04-05,,| 91.8 | moderate ||| 18x11mm,"cabinet 478, shelf 13th from top",25.27,7.35,19.81,7.61,29.09,127,
377891,1652726,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,C. A. Petrovic,North America,USA,Ohio,Franklin Co,"Columbus, Ohio State University main campus",Female,No,1652726,40.0067,-83.0278,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1968-12-09,,"| 72.5 | some |||| insects || dark, tomium light | dark, tomium light | reddish brown",,,,,,,,
377898,1652733,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. R. Paulson,North America,USA,Florida,Hillsborough Co,"Tampa, just S on US Hwy 41",Male,No,1652733,27.9504,-82.4584,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1956-11-24,,"| 80.8 |||| left 4x3, right 5x3mm | tiny pelecypod || yellow, black tip, horn base | yellow, black tip, horn base",,,,,,,,
377899,1652734,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. R. Paulson,North America,USA,Florida,Manatee Co,"Palmetto, 2.1 mi E, US Hwy 301",,No,1652734,27.5214,-82.5381,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1956-11-24,,| 75.2 ||||| purple berries (11mm diameter),,,,,,,,
377901,1652736,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,J. W. Humphreys,North America,USA,Florida,Broward Co,Fort Lauderdale,Male,No,1652736,26.1237,-80.1449,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1974-04-29,,| 43.2 | none ||| TNE ||| black | black | dark brown,,,,,,,,
377902,1652737,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. R. Paulson,North America,USA,Florida,Hillsborough Co,"Tampa, just S on US Hwy 41",Male,No,1652737,27.9504,-82.4584,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1956-11-24,,snfo | 86.3 |||| left 2x1mm || brown,,,,,,,,
380989,1655833,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,K. A. Swagel,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1655833,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,,,100% | 81.2 | light || no | 11x7mm,"cabinet 478, shelf 14th from top",27.27,7.4,17.1,8.03,27.1,123,3-Apr-93
380990,1655834,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,T. S. Schulenberg,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1655834,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1993-05-27,,100% | 99.7 | low || no | yolking 15x15mm egg,"cabinet 478, shelf 14th from top",25.34,7.37,15.51,7,28.39,120,
380991,1655835,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1655835,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1994-03-27,,100% | 83.8 | moderate ||| 5x5mm,"cabinet 478, shelf 14th from top",26.61,7.56,17.6,7.68,28.34,125,
380992,1655836,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,M. Hennen,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1655836,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1994-05-30,,100% | 76.2 | moderate || no | 20x18mm yolked egg,"cabinet 478, shelf 14th from top",25.38,7.85,15.95,7.68,27.64,119,
380993,1655837,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1655837,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1994-09-06,,"| 73.9 | high || wtb | 1x1mm, smooth",,,,,,,,
380994,1655838,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1655838,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1995-03-17,,"90% | 96.2 | high || no | 7x4.5mm, granular","cabinet 478, shelf 14th from top",30.37,7.83,21.24,7.48,28.34,117,
380995,1655839,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1655839,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1995-03-17,,"100% | 84.0 | very light ||| 4x3mm, finely granular | crushed seeds","cabinet 478, shelf 14th from top",28.23,7.53,18.56,7.43,29.42,126,
380996,1655840,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,M. Hennen,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1655840,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1995-04-08,,100% | 80.5 | low || no | 16x9mm,"cabinet 478, shelf 14th from top",26.56,8.48,16.53,9.04,29.81,123,
380997,1655841,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1655841,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1995-04-20,,100% | 83.8 | low || no | 8x7mm,"cabinet 478, shelf 14th from top",27.91,7.87,18.2,8.48,28.09,122,
380998,1655842,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1655842,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1995-04-20,,"100% | 104 | extreme || no | 14x14mm, largest ovum 3x3mm","cabinet 478, shelf 14th from top",24.06,7.94,15.82,7.65,27.4,117,
380999,1655843,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1655843,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1995-04-21,,100% | 91.2 | low || no | 14x12mm,"cabinet 478, shelf 14th from top",27.01,7.89,17.74,7.46,28.99,124,
381000,1655844,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1655844,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1995-05-03,,100% | 83.2 | light ||| 15x8mm,"cabinet 478, shelf 14th from top",21.94,7.09,17.9,7.91,29.85,125,
381001,1655845,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1655845,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1995-05-03,,"| 80.0 | moderate || no | 10x10mm, largest ovum 6x5mm","cabinet 478, shelf 14th from top",24.44,7.19,17.74,7.87,28.22,123,
381002,1655846,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1655846,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1995-05-04,,100% | 90.0 | low || no | 15x10mm,"cabinet 478, shelf 14th from top",26.19,7.64,18.59,6.57,29.53,126,
381003,1655847,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,M. Hennen,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1655847,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1995-05-13,,"| 78.6 |||| 10x8mm, 4mm yolking ovum","cabinet 478, shelf 14th from top",25.02,7.44,15.92,7.68,26.51,120,
381007,1655851,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1655851,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1995-08-23,,"100% | 79.8 | light || wb | 6x4mm, granular","cabinet 478, shelf 14th from top",24.39,7.74,115,7.33,30.88,114,
381008,1655852,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1655852,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1995-08-23,,0% | 81.5 | moderate || wtb | 2x1mm,,,,,,,,
381009,1655853,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1655853,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1995-09-18,,"5% | 63.5 | low || w | 2.5x1.5mm, smooth",,,,,,,,
381010,1655854,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1655854,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1994-04-19,,"90% | 86.0 | moderate || no | 15x15mm, 3mm yolking egg","cabinet 478, shelf 14th from top",25.76,7.13,16.81,7.11,28.75,120,
381011,1655855,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,M. Hennen,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1655855,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1994-04-30,,| 78.0 | moderate ||| 15x7mm,"cabinet 478, shelf 14th from top",26.44,7.18,17.08,8.82,29.22,128,
381012,1655856,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1655856,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1994-08-10,,10% | 69.8 | low || b | 4x2mm,,,,,,,,
381013,1655857,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1655857,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1994-08-15,,| 86.2 | medium || wtb | 5x3mm,,,,,,,,
381014,1655858,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1655858,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1996-03-04,,100% | 82.9 | moderate ||| 5x3mm,"cabinet 478, shelf 14th from top",27.85,7.25,18.37,7.57,30.44,124,
381015,1655859,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",,No,1655859,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1995-05-03,,| 91.1,"cabinet 478, shelf 14th from top",26.2,8.01,17.94,8.32,28.36,122,
381016,1655860,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1655860,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1995-11-13,,"30% | 81.9 | moderate || no | 3x1mm, smooth","cabinet 478, shelf 14th from top",26.84,6.98,16.48,7.05,28.6,122,
381017,1655861,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1655861,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1996-03-10,,100% | 78.8 | medium || no | 4x2mm,"cabinet 478, shelf 14th from top",27.08,7.97,17.76,7.45,28.31,120,
381018,1655862,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1655862,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1996-03-13,,"100% | 81.0 | low || no | 9x6mm, granular","cabinet 478, shelf 14th from top",26.27,7.6,17.28,7.33,27.13,119,
381019,1655863,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1655863,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1996-03-22,,100% | 80.9 | none || no | 10x7mm,"cabinet 478, shelf 14th from top",26.82,7.93,18.57,7.58,27.18,124,
381020,1655864,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1655864,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1996-04-01,,100% | 89.1 | moderate || no | 15x10mm,"cabinet 478, shelf 14th from top",27.61,8.36,18.35,8.71,28.33,123,
381021,1655865,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1655865,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1996-04-25,,100% | 76.8 | none || no | 10x6mm,"cabinet 478, shelf 14th from top",26.05,7.66,17.34,7.46,28.31,122,
381977,1656824,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1656824,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1996-03-04,,80% | 93.8 | moderate || no | 5x3mm,"cabinet 478, shelf 13th from top",26.27,7.28,19.11,7.77,29.31,127,
381978,1656825,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1656825,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1996-03-20,,100% | 98 | high || no | 5x3.5mm,"cabinet 478, shelf 13th from top",26.17,8.09,19.31,7.81,17.56,124,
381979,1656826,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1656826,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1996-03-26,,100% | 73.6 | low || no | 7x5mm,"cabinet 478, shelf 13th from top",27.51,7.52,19.89,7.94,29.13,124,
381980,1656827,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1656827,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1996-03-26,,100% | 74.2 | moderate || no | 11x6mm,"cabinet 478, shelf 13th from top",25.71,7.65,18.83,7.5,29.47,121,
381981,1656828,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1656828,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1996-05-02,,"100% | 98.4 | high || no | 25x21mm, yolking 16x14mm ovum","cabinet 478, shelf 13th from top",25.18,7.87,15.46,8.16,26.07,119,
381982,1656829,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1656829,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1996-04-17,,"| 93.8 | light ||| 4x4mm yolking ovum, ovid enl | fruit, beetle","cabinet 478, shelf 13th from top",23.74,7.82,15.61,8.11,27.48,123,
381983,1656830,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1656830,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1996-04-17,,| 93.9 | moderate ||| 15x9mm,"cabinet 478, shelf 11th from top",28.97,7.26,22.07,8.4,28.66,130,
381984,1656831,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1656831,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1996-04-17,,| 96.9 | light ||| 9x6mm | seeds,"cabinet 478, shelf 11th from top",26.49,7.74,20.06,7.48,29.33,123,
381985,1656832,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1656832,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1996-04-17,,| 98.1 |||| yolking ovum; ovid gr enlarged,,,,,,,,
381986,1656833,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1656833,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1996-04-17,,| 86.2 | light ||| 9x5mm | seeds,"cabinet 478, shelf 15th from top",26.96,8.48,18.08,7.19,28.41,128,
